taz,sum,max,min,mean,std,25p,50p,75p
1,102.65,2.0,0.0,0.61,0.43,0.25,0.5,1.0
2,272.35,6.25,0.0,1.62,1.01,0.8,1.5,2.21
3,150.6,3.5,0.0,0.9,0.69,0.4,0.8,1.25
4,693.5,12.5,0.6,4.13,2.3,2.4,3.68,5.25
5,87.75,2.0,0.0,0.52,0.44,0.2,0.45,0.75
6,228.4,5.25,0.0,1.36,0.87,0.75,1.25,1.8
7,60.85,1.6,0.0,0.36,0.35,0.0,0.25,0.5
8,135.65,2.75,0.0,0.81,0.61,0.4,0.75,1.2
9,499.9,8.2,0.2,2.98,1.52,2.0,2.8,3.75
10,808.4,13.5,0.25,4.81,2.83,2.75,4.25,6.75
11,128.5,2.5,0.0,0.76,0.54,0.36,0.75,1.0
12,113.95,2.5,0.0,0.68,0.55,0.25,0.5,1.0
13,272.0,4.5,0.0,1.62,1.03,0.8,1.45,2.29
14,297.2,5.5,0.0,1.77,1.06,1.0,1.55,2.5
15,271.65,4.75,0.0,1.62,1.05,0.79,1.5,2.29
16,1090.75,19.0,0.4,6.49,3.89,3.6,5.75,8.29
17,206.3,3.4,0.0,1.23,0.72,0.75,1.2,1.75
18,215.0,3.8,0.0,1.28,0.82,0.6,1.25,1.76
19,486.9,8.25,0.25,2.9,1.96,1.48,2.25,4.0
20,401.4,7.25,0.0,2.39,1.52,1.25,2.2,3.25
21,304.45,4.75,0.0,1.81,0.98,1.0,1.8,2.5
22,402.4,7.25,0.0,2.4,1.38,1.25,2.33,3.25
23,169.4,3.0,0.0,1.01,0.76,0.4,0.9,1.5
24,772.45,12.0,0.4,4.6,2.54,2.6,4.4,6.0
25,305.3,7.0,0.0,1.82,1.2,1.0,1.6,2.42
26,123.15,3.25,0.0,0.73,0.62,0.25,0.6,1.0
27,435.4,8.25,0.0,2.59,1.5,1.6,2.4,3.29
28,772.35,15.0,0.5,4.6,2.86,2.48,4.0,6.0
29,319.35,8.5,0.0,1.9,1.47,0.75,1.5,2.76
30,92.75,2.0,0.0,0.55,0.47,0.2,0.5,0.85
31,319.05,6.75,0.2,1.9,1.2,1.0,1.68,2.5
32,1032.5,17.25,0.0,6.15,3.68,3.4,5.32,8.75
33,235.15,4.8,0.0,1.4,0.94,0.6,1.2,2.0
34,654.95,11.25,0.2,3.9,2.41,2.0,3.25,5.85
35,307.8,5.75,0.0,1.83,1.25,0.8,1.6,2.52
36,108.8,2.5,0.0,0.65,0.55,0.25,0.6,1.0
37,439.75,7.0,0.0,2.62,1.62,1.25,2.25,3.75
38,465.65,7.0,0.0,2.77,1.54,1.58,2.6,3.75
39,308.45,6.0,0.0,1.84,1.3,0.75,1.5,2.76
40,225.05,5.0,0.0,1.34,0.98,0.5,1.2,2.0
41,230.7,4.75,0.0,1.37,1.16,0.4,1.0,2.0
42,275.1,5.0,0.0,1.64,0.97,0.8,1.5,2.0
43,776.35,13.5,0.25,4.62,2.56,2.71,4.25,6.43
44,965.15,12.75,0.75,5.74,3.06,3.36,5.4,8.05
45,631.0,9.5,0.0,3.76,2.0,2.24,3.55,4.8
46,1431.25,36.25,0.8,8.52,5.98,5.57,8.0,10.0
47,418.35,8.75,0.0,2.49,1.69,1.2,2.25,3.6
48,773.1,11.75,0.2,4.6,2.66,2.58,4.22,6.52
49,458.95,8.75,0.0,2.73,1.84,1.24,2.5,4.0
50,718.4,11.0,0.25,4.28,2.52,2.0,3.8,6.0
51,294.75,5.0,0.0,1.75,1.19,0.75,1.5,2.52
52,953.8,14.75,0.4,5.68,3.06,3.4,5.5,7.6
53,1091.2,15.25,0.6,6.5,3.51,3.79,6.0,9.0
54,522.2,8.0,0.0,3.11,1.75,2.0,3.0,4.05
55,235.45,4.8,0.0,1.4,0.97,0.75,1.25,1.85
56,483.35,10.25,0.0,2.88,1.8,1.5,2.68,4.0
57,672.75,9.5,0.75,4.0,1.79,2.8,3.8,5.05
58,706.05,14.75,0.0,4.2,2.94,1.75,3.55,6.29
59,469.85,8.5,0.0,2.8,1.67,1.5,2.68,4.0
60,164.6,4.0,0.0,0.98,0.83,0.4,0.75,1.5
61,313.7,6.25,0.0,1.87,1.39,0.8,1.5,2.64
62,451.05,7.5,0.0,2.68,1.62,1.58,2.4,3.85
63,206.45,3.75,0.0,1.23,0.8,0.6,1.25,1.75
64,188.9,3.6,0.0,1.12,0.79,0.5,1.0,1.5
65,1679.55,46.25,1.0,10.0,7.53,4.5,8.68,12.21
66,424.05,9.25,0.0,2.52,1.77,1.25,2.25,3.52
67,181.25,3.0,0.0,1.08,0.72,0.5,1.0,1.5
68,152.2,3.75,0.0,0.91,0.7,0.25,0.75,1.25
69,485.85,9.25,0.0,2.89,1.94,1.48,2.5,4.0
70,232.1,5.25,0.0,1.38,1.05,0.5,1.2,2.0
71,454.0,8.75,0.0,2.7,1.93,1.25,2.25,4.0
72,590.4,14.0,0.0,3.51,2.48,1.58,3.0,5.0
73,333.55,7.0,0.0,1.99,1.4,1.0,1.78,2.75
74,245.15,4.0,0.0,1.46,1.03,0.6,1.25,2.05
75,376.45,6.5,0.0,2.24,1.38,1.15,2.1,3.21
76,246.6,4.0,0.0,1.47,1.0,0.6,1.25,2.2
77,1123.9,16.0,1.4,6.69,3.13,4.25,6.55,8.5
78,1098.8,22.0,0.4,6.54,4.16,3.69,6.2,8.6
79,2016.4,30.0,1.4,12.0,5.91,7.36,12.1,16.0
80,925.45,14.5,0.6,5.51,2.89,3.4,5.0,7.5
81,303.5,6.5,0.0,1.81,1.22,1.0,1.6,2.52
82,299.25,6.2,0.0,1.78,1.32,0.75,1.5,2.52
83,655.5,12.0,0.0,3.9,2.38,1.95,4.0,5.43
84,164.7,3.2,0.0,0.98,0.76,0.4,0.8,1.5
85,307.95,16.5,0.0,1.83,2.06,0.79,1.25,2.2
86,368.85,6.0,0.0,2.2,1.28,1.25,2.1,3.0
87,1099.9,15.5,0.2,6.55,3.67,3.58,6.25,9.0
88,999.85,18.5,0.0,5.95,4.37,2.24,4.75,8.86
89,495.95,8.75,0.2,2.95,1.8,1.6,2.6,4.25
90,520.1,9.75,0.0,3.1,2.39,1.2,2.5,4.76
91,221.35,5.25,0.0,1.32,1.13,0.4,1.0,2.0
92,1315.8,21.25,0.8,7.83,3.68,4.95,7.32,10.6
93,188.55,5.0,0.0,1.12,0.92,0.5,1.0,1.5
94,358.0,7.0,0.0,2.13,1.61,0.75,1.8,3.05
95,479.05,11.0,0.0,2.85,2.24,1.24,2.25,3.8
96,381.1,8.0,0.0,2.27,1.8,0.8,1.78,3.5
97,329.05,6.75,0.0,1.96,1.49,0.8,1.5,3.0
98,483.1,8.8,0.0,2.88,2.3,0.95,2.2,4.5
99,487.55,7.25,0.0,2.9,1.58,1.75,2.75,4.0
100,285.2,5.75,0.0,1.7,1.37,0.75,1.25,2.4
101,908.4,16.75,0.0,5.41,3.85,2.2,4.55,8.05
102,601.0,12.5,0.0,3.58,2.59,1.4,3.0,5.52
103,304.0,6.75,0.0,1.81,1.5,0.6,1.5,2.75
104,948.1,18.2,0.2,5.64,3.59,2.71,5.25,7.75
105,349.35,7.5,0.0,2.08,1.73,0.75,1.6,3.0
106,258.1,5.0,0.0,1.54,1.07,0.71,1.45,2.2
107,790.85,17.75,0.2,4.71,3.43,1.8,3.78,7.25
108,1459.55,26.25,0.75,8.69,5.63,4.35,7.6,11.52
109,989.25,25.5,0.0,5.89,4.65,2.48,5.0,8.21
110,238.15,5.75,0.0,1.42,1.07,0.6,1.2,2.0
111,313.45,6.25,0.0,1.87,1.34,0.8,1.5,2.64
112,387.35,7.75,0.0,2.31,1.61,1.0,2.0,3.4
113,629.0,13.25,0.0,3.74,2.94,1.25,3.22,5.5
114,319.55,7.5,0.0,1.9,1.75,0.57,1.25,3.2
115,728.75,13.0,0.0,4.34,2.88,2.24,3.88,6.05
116,373.15,10.25,0.0,2.22,2.26,0.5,1.25,4.0
117,504.55,7.75,0.25,3.0,1.67,1.75,3.0,4.21
118,153.8,5.5,0.0,0.92,1.0,0.2,0.75,1.25
119,1180.4,26.0,0.0,7.03,5.5,2.6,5.8,10.64
120,600.0,13.25,0.0,3.57,2.97,1.0,3.0,5.21
121,247.65,6.25,0.0,1.47,1.03,0.75,1.2,2.2
122,453.7,8.0,0.0,2.7,1.66,1.4,2.5,3.8
123,725.5,13.25,0.0,4.32,2.99,2.0,4.0,6.43
124,2559.55,56.25,0.4,15.24,12.79,6.69,11.5,21.85
125,1149.25,20.25,0.0,6.84,5.27,2.5,6.0,11.05
126,862.3,15.5,0.2,5.13,3.83,2.0,4.0,8.29
127,1293.5,22.5,0.2,7.7,5.44,3.36,7.0,11.56
128,1482.55,22.0,0.2,8.82,5.36,5.0,7.78,12.56
129,907.3,17.0,0.0,5.4,3.89,2.25,4.75,7.25
130,1121.85,19.25,0.5,6.68,4.15,3.44,6.0,8.56
131,209.6,6.5,0.0,1.25,1.17,0.4,1.0,1.8
132,273.3,5.25,0.0,1.63,1.13,0.75,1.25,2.5
133,762.65,10.75,0.2,4.54,2.65,2.36,4.0,6.52
134,1035.4,16.8,0.2,6.16,3.52,3.4,5.75,8.29
135,1682.75,26.5,0.6,10.02,5.21,6.3,9.5,13.2
136,572.75,11.75,0.0,3.41,2.34,1.6,2.75,4.75
137,1063.15,21.5,0.0,6.33,5.15,2.25,4.75,9.52
138,1393.55,24.25,0.0,8.29,5.63,3.6,7.32,11.76
139,1123.65,21.25,0.0,6.69,5.11,2.6,5.32,10.05
140,1436.9,25.25,0.2,8.55,6.57,3.35,6.78,12.5
141,1158.35,20.5,0.2,6.89,4.49,3.55,6.0,9.81
142,975.0,17.25,0.0,5.8,4.75,2.0,4.25,8.65
143,878.0,16.5,0.0,5.23,4.24,1.75,4.1,8.05
144,1301.15,24.0,0.0,7.74,5.61,2.71,6.7,12.0
145,333.05,7.2,0.0,1.98,1.64,0.71,1.5,3.0
146,1395.8,23.75,0.2,8.31,5.44,4.0,7.0,12.0
147,950.1,17.0,0.2,5.66,4.1,2.25,4.78,8.75
148,1431.25,21.0,0.6,8.52,4.58,5.51,8.0,11.52
149,841.75,12.75,0.0,5.01,3.28,2.2,4.62,7.06
150,1025.75,17.0,0.2,6.11,3.86,2.8,6.0,8.29
151,826.9,12.25,0.2,4.92,2.57,3.0,4.68,6.75
152,911.05,14.25,0.0,5.42,3.67,2.48,5.0,8.06
153,171.85,4.25,0.0,1.02,0.82,0.4,0.78,1.52
154,222.65,5.5,0.0,1.33,1.11,0.5,1.0,2.0
155,257.15,5.75,0.0,1.53,1.33,0.5,1.12,2.2
156,1087.45,20.5,0.0,6.47,5.2,2.44,5.0,9.25
157,3372.5,71.25,0.25,20.07,15.51,8.5,17.45,27.25
158,2558.15,36.75,0.25,15.23,9.87,6.94,13.68,22.64
159,494.7,10.25,0.0,2.94,2.55,0.95,2.0,4.53
160,310.1,6.75,0.0,1.85,1.33,0.75,1.5,2.64
161,745.55,17.25,0.0,4.44,3.92,1.4,3.22,6.81
162,488.9,10.0,0.0,2.91,2.58,1.0,2.25,4.25
163,258.35,8.0,0.0,1.54,1.4,0.4,1.1,2.25
164,1093.25,19.5,0.0,6.51,5.11,2.25,5.22,10.1
165,1099.7,22.75,0.2,6.55,5.38,2.71,4.62,9.21
166,621.25,13.5,0.0,3.7,3.09,1.36,2.75,5.8
167,1575.05,27.0,0.25,9.38,6.94,3.8,6.75,15.65
168,819.15,17.0,0.0,4.88,3.59,2.15,4.0,7.0
169,517.0,9.5,0.0,3.08,2.02,1.48,2.78,4.5
170,1268.1,30.25,0.0,7.55,5.81,3.36,6.1,11.05
171,1213.7,21.25,0.2,7.22,5.2,3.15,6.2,10.1
172,179.3,4.75,0.0,1.07,0.99,0.36,0.75,1.52
173,861.15,19.0,0.0,5.13,4.66,1.25,3.4,8.4
174,190.65,4.75,0.0,1.13,1.02,0.4,0.8,1.75
175,200.3,5.5,0.0,1.19,0.95,0.5,1.0,1.75
176,4909.2,128.25,0.4,29.22,29.9,7.09,18.1,43.88
177,485.5,13.0,0.0,2.89,2.7,0.95,1.9,4.25
178,1425.15,27.5,0.2,8.48,7.18,3.15,5.45,12.19
179,748.85,15.0,0.0,4.46,3.92,1.5,3.1,6.56
180,540.5,11.0,0.0,3.22,2.5,1.2,2.62,4.85
181,600.95,13.5,0.0,3.58,3.17,1.2,2.5,5.5
182,237.35,5.5,0.0,1.41,1.13,0.5,1.0,2.0
183,2934.2,55.0,0.0,17.47,13.8,7.6,12.45,27.31
184,221.45,4.5,0.0,1.32,1.0,0.5,1.2,2.0
185,2831.1,69.0,0.2,16.85,15.74,5.75,11.55,24.12
186,2241.8,57.0,0.2,13.34,11.31,4.42,10.78,17.21
187,203.65,4.0,0.0,1.21,0.97,0.4,1.0,1.8
188,2558.7,68.75,0.0,15.23,13.9,4.75,11.38,18.81
189,2591.85,40.2,0.6,15.43,8.7,9.61,15.45,20.5
190,2001.85,39.25,0.0,11.92,9.15,5.2,9.0,17.56
191,2767.05,62.25,0.75,16.47,13.62,6.8,12.22,23.19
192,429.35,8.75,0.0,2.56,1.89,1.2,2.1,3.5
193,249.35,6.25,0.0,1.48,1.32,0.5,1.0,2.21
194,258.3,6.5,0.0,1.54,1.34,0.5,1.2,2.0
195,871.85,16.5,0.0,5.19,4.04,2.0,4.0,8.31
196,1115.55,22.0,0.0,6.64,5.6,2.2,4.6,10.31
197,1447.7,23.5,0.0,8.62,5.78,3.09,8.75,13.0
198,304.95,6.75,0.0,1.82,1.55,0.5,1.45,2.75
199,1113.9,26.0,0.2,6.63,5.66,2.25,4.5,10.12
200,791.4,15.0,0.25,4.71,3.38,2.0,4.0,6.75
201,2223.65,49.0,0.4,13.24,10.62,6.0,10.2,18.6
202,3429.4,69.5,0.6,20.41,14.79,10.09,15.88,29.38
203,917.2,19.5,0.0,5.46,4.44,2.4,4.25,7.76
204,4532.85,115.5,0.0,26.98,22.6,9.79,21.0,41.5
205,1755.4,39.5,0.2,10.45,8.32,4.2,8.22,14.06
206,649.8,13.2,0.0,3.87,2.72,1.8,3.0,5.43
207,341.95,7.0,0.0,2.04,1.54,0.79,1.75,3.0
208,423.85,10.75,0.0,2.52,2.12,0.75,1.8,3.85
209,1518.65,25.5,0.2,9.04,5.43,4.95,8.25,12.34
210,306.95,8.25,0.0,1.83,1.7,0.57,1.25,3.0
211,577.95,11.25,0.0,3.44,2.57,1.48,2.8,5.05
212,1808.8,43.5,0.0,10.77,8.08,4.72,9.1,16.05
213,1162.95,20.5,0.0,6.92,5.14,3.0,5.45,10.0
214,2175.95,32.75,0.0,12.95,8.52,6.19,13.45,18.64
215,731.7,15.25,0.0,4.36,3.27,1.75,3.7,6.0
216,570.15,11.25,0.0,3.39,2.49,1.4,2.75,4.75
217,1281.75,24.25,0.0,7.63,5.96,3.2,5.62,11.58
218,429.55,9.5,0.0,2.56,1.94,1.0,2.0,3.8
219,368.75,7.5,0.0,2.19,1.6,1.0,1.8,3.25
220,343.3,8.25,0.0,2.04,1.61,0.75,1.5,2.8
221,5006.55,129.0,0.75,29.8,28.23,10.75,20.05,40.52
222,1570.2,25.0,1.0,9.35,5.91,4.8,7.88,13.21
223,3490.25,85.25,0.8,20.78,17.16,8.75,16.6,27.64
224,2147.05,35.2,0.4,12.78,9.07,5.71,10.25,19.34
225,659.45,13.5,0.0,3.93,3.23,1.5,3.1,5.75
226,1503.7,30.6,0.0,8.95,5.73,5.75,8.25,11.4
227,1782.7,29.6,0.2,10.61,6.42,6.0,9.78,14.21
228,1108.4,18.75,0.0,6.6,4.64,2.8,5.45,10.21
229,933.6,22.0,0.0,5.56,4.88,1.79,4.0,9.05
230,1872.55,43.25,0.4,11.15,8.77,5.0,8.75,14.06
231,1356.4,23.0,0.25,8.07,5.8,3.0,6.75,12.0
232,2379.1,44.0,0.25,14.16,9.7,6.71,12.38,19.98
233,1237.45,23.0,0.0,7.37,5.39,3.25,5.4,11.42
234,1290.7,22.5,0.0,7.68,5.62,3.2,6.0,11.85
235,804.1,18.25,0.0,4.79,4.09,1.5,3.5,7.05
236,3922.2,122.25,0.8,23.35,22.54,9.22,16.4,30.06
237,1339.6,24.75,0.0,7.97,6.48,3.15,5.9,11.5
238,819.95,19.0,0.0,4.88,3.79,2.15,3.75,7.21
239,684.65,13.75,0.0,4.08,3.08,1.58,3.5,6.0
240,1928.3,43.25,0.2,11.48,9.79,3.79,8.32,17.31
241,3008.85,51.5,0.2,17.91,14.14,5.55,14.25,29.68
242,3807.8,65.5,2.4,22.67,13.81,12.2,20.02,30.25
243,1975.95,40.0,0.4,11.76,8.97,5.0,8.45,16.8
244,1603.65,30.75,0.0,9.55,7.69,3.36,7.55,15.29
245,2120.25,39.0,0.2,12.62,9.8,5.71,8.65,18.7
246,1918.75,39.75,0.2,11.42,9.82,4.0,7.12,18.0
247,2084.55,40.75,0.0,12.41,10.89,4.0,8.1,19.44
248,711.0,13.0,0.0,4.23,3.19,1.8,3.55,6.0
249,1465.65,26.5,0.0,8.72,6.66,3.4,7.0,12.81
250,741.8,17.5,0.0,4.42,3.68,1.79,3.32,6.43
251,1054.2,19.5,0.0,6.28,4.57,2.8,5.22,9.6
252,956.25,15.0,0.0,5.69,3.32,3.25,5.5,7.6
253,1026.7,19.25,0.25,6.11,4.39,3.0,5.0,8.25
254,1960.45,34.5,1.0,11.67,7.83,5.95,9.2,15.5
255,1948.85,33.5,1.4,11.6,7.96,5.25,9.0,15.56
256,1065.1,19.0,0.0,6.34,4.67,2.8,5.0,9.52
257,558.15,12.5,0.0,3.32,2.75,1.2,2.68,4.5
258,3814.1,64.75,1.8,22.7,14.61,12.48,19.68,29.8
259,4255.65,109.0,2.2,25.33,18.76,10.42,21.55,33.31
260,608.1,14.5,0.0,3.62,2.89,1.36,2.8,5.29
261,664.2,16.0,0.0,3.95,3.14,1.75,3.1,5.75
262,872.0,14.5,0.2,5.19,3.26,2.8,4.25,7.06
263,1344.6,23.0,0.4,8.0,5.33,3.8,6.62,11.12
